Physical Time (s),ew_bot Monitor (W): bot_cv1,ew_bot Monitor (W): bot_cv2,ew_bot Monitor (W): bot_cv3,ew_bot Monitor (W): bot_cv4,ew_bot Monitor (W): bot_cv5,ew_bot Monitor (W): bot_cv6,ew_bot Monitor (W): bot_cv7
0.37,1.0555531071454907e-20,-1.9758917287625779e-20,-1.9673517435323335e-19,-4.3297617872755507e-19,-2.4162951951280284e-19,-2.8661194314749549e-20,-1.3707271410020423e-21
0.3725,1.1291834315966898e-20,-1.8751545726041831e-20,-1.9235042721654267e-19,-4.341888356494926e-19,-2.4576496967056662e-19,-3.411937485453375e-20,-4.2613785509980839e-21
0.375,1.241508607036043e-20,-1.8128549968044037e-20,-1.8936024646644152e-19,-4.4174881734791858e-19,-2.5202882967815181e-19,-3.8760570917532026e-20,-6.2659964528521504e-21
0.3775,1.4201799490896854e-20,-1.7942447373997924e-20,-1.874093934875746e-19,-4.5490790052255024e-19,-2.5935193755195726e-19,-4.1808534824971725e-20,-6.9809186274891375e-21
0.38,1.6803752319598908e-20,-1.8245085750717312e-20,-1.8595063804229047e-19,-4.7184638968383951e-19,-2.6671631105415896e-19,-4.2956533057078082e-20,-6.5377422206466456e-21
0.3825,2.0243999758248164e-20,-1.9028364792062664e-20,-1.844950431235345e-19,-4.9106138496471089e-19,-2.7335920134321058e-19,-4.2503401405789457e-20,-5.4327789917292688e-21
0.385,2.4409240898113855e-20,-2.032672713995441e-20,-1.8286521256108538e-19,-5.1100551921307426e-19,-2.7890562346521233e-19,-4.1165226327680052e-20,-4.2030823116804962e-21
0.3875,2.8995699608482115e-20,-2.1994770573331751e-20,-1.8090247632141974e-19,-5.3009971879860139e-19,-2.83222772453077e-19,-3.9430234319625643e-20,-3.2761674732398516e-21
0.39,3.3654761856373826e-20,-2.3968229647085837e-20,-1.7854823986536588e-19,-5.4717329891865075e-19,-2.8656107220765751e-19,-3.7907168662490361e-20,-2.7008773486784496e-21
0.3925,3.7854608002715547e-20,-2.6145985165672022e-20,-1.7583291859815013e-19,-5.6194669752528485e-19,-2.8937126061299908e-19,-3.6839125083455344e-20,-2.2829453875797093e-21
0.395,4.1069846705235835e-20,-2.817606846138923e-20,-1.7280512373794924e-19,-5.751153753763253e-19,-2.9210680313288608e-19,-3.6306768532769051e-20,-1.8287862196226157e-21
0.3975,4.2764445767252162e-20,-2.9876953236379179e-20,-1.6936970980746545e-19,-5.8728168200092606e-19,-2.9521775194272254e-19,-3.633808549633398e-20,-1.3666634394119063e-21
0.4,4.2600491086474529e-20,-3.0979291498260211e-20,-1.654425571739509e-19,-5.9885714458634236e-19,-2.9901433090379308e-19,-3.693293227024271e-20,-1.0636010591813556e-21
0.4025,4.038151323834067e-20,-3.1244154688969817e-20,-1.6109838667830334e-19,-6.1006581250933004e-19,-3.0355920151255784e-19,-3.8007005319829721e-20,-1.0381744507242767e-21
0.405,3.6278308258240544e-20,-3.0613573184888259e-20,-1.5641292664585869e-19,-6.2121034835398977e-19,-3.0865044222889041e-19,-3.932977969589372e-20,-1.2332740121502567e-21
0.4075,3.0834395197585192e-20,-2.9084969504804366e-20,-1.5137431134473222e-19,-6.3153212500799086e-19,-3.138376187293371e-19,-4.0520736491727061e-20,-1.4367321338174544e-21
0.41,2.4876206167965443e-20,-2.687707485851892e-20,-1.4622411046166244e-19,-6.3992784896570948e-19,-3.184807534711589e-19,-4.1170374912227321e-20,-1.4501385541945041e-21
0.4125,1.9433629437497118e-20,-2.4105460724160683e-20,-1.4079630428109528e-19,-6.4540790420359764e-19,-3.2188995505566216e-19,-4.1000655154333982e-20,-1.2349958747649724e-21
0.415,1.5506232768183101e-20,-2.1010756276393836e-20,-1.3530611950980653e-19,-6.4642968661883306e-19,-3.2343654327721842e-19,-3.9901847753163121e-20,-9.0033276910215901e-22
0.4175,1.3917488036554763e-20,-1.7948821409946411e-20,-1.3001390424243338e-19,-6.4184398511828483e-19,-3.2271664297864053e-19,-3.8039433319495222e-20,-6.0718590276872292e-22
0.42,1.5017678607789263e-20,-1.5183900656440778e-20,-1.2496141695231619e-19,-6.3147369801647258e-19,-3.1958540490043557e-19,-3.5609001449948211e-20,-4.3535288846151623e-22
0.4225,1.8745225796938295e-20,-1.2924378493504102e-20,-1.2057617662505681e-19,-6.1534048192380142e-19,-3.1430667625835948e-19,-3.2863128371109645e-20,-3.3500248328960308e-22
0.425,2.4682918448933773e-20,-1.1270475684824136e-20,-1.1720067058511056e-19,-5.9458109061215643e-19,-3.0754719743861359e-19,-3.0040112250396952e-20,-1.9748839116621236e-22
0.4275,3.2086932180536262e-20,-1.0177611155465572e-20,-1.1501354634174329e-19,-5.7017065650867934e-19,-3.002363769439632e-19,-2.7375581574692338e-20,2.7159942427265068e-23
0.43,4.0250836278499783e-20,-9.5155189004413484e-21,-1.1437822368826273e-19,-5.4404216104387087e-19,-2.934998937428732e-19,-2.509368291510261e-20,2.6506581725071708e-22
0.4325,4.7523451768997556e-20,-9.1664266676953221e-21,-1.1523903395474128e-19,-5.1683132628483264e-19,-2.8844968479011228e-19,-2.3479701410355314e-20,3.5159954452395223e-22
0.435,5.3618834980912816e-20,-8.9513646660602223e-21,-1.17283129020877e-19,-4.8969441145156206e-19,-2.8598244485578663e-19,-2.2742897078578387e-20,1.2789887585190353e-22
0.4375,5.7850480641733002e-20,-8.8989919060971192e-21,-1.202510909212932e-19,-4.6396474478391078e-19,-2.8670469571193105e-19,-2.2970696481797556e-20,-4.7162859570722542e-22
0.44,5.9169146618169719e-20,-8.9815275352669867e-21,-1.2429414797597399e-19,-4.4028124452675485e-19,-2.9080560870810131e-19,-2.4095249584106101e-20,-1.3811410135633195e-21
0.4425,5.7390434331511311e-20,-9.1142080032667695e-21,-1.2880704576148626e-19,-4.187790943833966e-19,-2.980109198772349e-19,-2.5898663444062076e-20,-2.4257321201850976e-21
0.445,5.2695364829885175e-20,-9.3417777990015222e-21,-1.3408008856292381e-19,-3.9950981476192262e-19,-3.07647758069591e-19,-2.8083142185837366e-20,-3.3920172186701596e-21
0.4475,4.5791857859805124e-20,-9.7874049050279313e-21,-1.3995937267225633e-19,-3.825867774789866e-19,-3.1883983893621778e-19,-3.0339215883652474e-20,-4.0978296859416465e-21
0.45,3.7889984879317981e-20,-1.0510119353175294e-20,-1.4628501725255565e-19,-3.6816496884998865e-19,-3.3059396424418555e-19,-3.2434919229942536e-20,-4.4532785690575874e-21
0.4525,3.1188798675146887e-20,-1.1581062389063876e-20,-1.5283148749202766e-19,-3.565530268642693e-19,-3.42048244648196e-19,-3.4288156484526784e-20,-4.4557026614197727e-21
0.455,2.6716171685140926e-20,-1.3060947579487469e-20,-1.5958083746044006e-19,-3.4802451150396328e-19,-3.5250395668690721e-19,-3.5894604334195675e-20,-4.169421385530948e-21
0.4575,2.5723670052656532e-20,-1.4860052066639214e-20,-1.6608332394933149e-19,-3.4307752173246224e-19,-3.615848426317044e-19,-3.7337993389195749e-20,-3.7030894724864746e-21
0.46,2.8843451583960476e-20,-1.6783392407278808e-20,-1.7208821344298974e-19,-3.4212197469987621e-19,-3.6918859364677488e-19,-3.8751077717925849e-20,-3.1740300547625571e-21
0.4625,3.6044207814887655e-20,-1.8727146062219207e-20,-1.7716311900202963e-19,-3.453850115276302e-19,-3.7547011026986907e-19,-4.0293287622911125e-20,-2.6779363900222307e-21
0.465,4.6466390725113893e-20,-2.035954704927864e-20,-1.8109205735954335e-19,-3.5265467323234007e-19,-3.8071228043303087e-19,-4.2101708964760927e-20,-2.2810104778586658e-21
0.4675,5.8529840891334937e-20,-2.1471917562945158e-20,-1.8333325965072307e-19,-3.6350850314291821e-19,-3.8516432766747988e-19,-4.4313115708551302e-20,-2.0173578568432519e-21
0.47,7.0266291517895002e-20,-2.184563489486951e-20,-1.8345976880218092e-19,-3.7768044103267729e-19,-3.8897264369353247e-19,-4.6995848060156004e-20,-1.8903736498608071e-21
0.4725,7.9690727354668737e-20,-2.1467723073300396e-20,-1.8137429125608339e-19,-3.9331696534761933e-19,-3.9209698449739253e-19,-5.0151711451086209e-20,-1.8782186926784373e-21
0.475,8.5321338444322409e-20,-2.0332106872287277e-20,-1.7773335597522105e-19,-4.0882866334794251e-19,-3.942774951623964e-19,-5.3683955100278095e-20,-1.9411147954074671e-21
0.4775,8.6472990728282765e-20,-1.8627607155220729e-20,-1.7210112190663585e-19,-4.2273828530369982e-19,-3.9516812463042862e-19,-5.7439021698566666e-20,-2.0277892779326364e-21
0.48,8.2957354078052706e-20,-1.6612496946209544e-20,-1.6485909486402815e-19,-4.340856136718001e-19,-3.9443567992365623e-19,-6.1235484578647407e-20,-2.085648897282962e-21
0.4825,7.5496149840535817e-20,-1.4589839201070693e-20,-1.5659062141499063e-19,-4.4156855000343962e-19,-3.9169845843923156e-19,-6.4801489885002257e-20,-2.0703649242057738e-21
0.485,6.5344051835443878e-20,-1.2670912328163993e-20,-1.4813718902800323e-19,-4.4480448466729727e-19,-3.8676586667941207e-19,-6.7923021727284856e-20,-1.9633988739272412e-21
0.4875,5.4047194781866431e-20,-1.0888725245016994e-20,-1.4012991824465057e-19,-4.4315962004237104e-19,-3.7964812284974774e-19,-7.0432666787509983e-20,-1.773684143062871e-21
0.49,4.3423583977438546e-20,-9.2327278911430024e-21,-1.3297097805247855e-19,-4.3681568571925167e-19,-3.7056123986133852e-19,-7.223949733185887e-20,-1.5301950943104236e-21
0.4925,3.520160039524248e-20,-7.792442989320853e-21,-1.2712949434059032e-19,-4.2615352649829321e-19,-3.6000136155767528e-19,-7.329082362458968e-20,-1.2701804255794065e-21
0.495,3.0825116093796557e-20,-6.5891539078536075e-21,-1.2276803392947439e-19,-4.1226495004259853e-19,-3.4860502511216244e-19,-7.364483051502795e-20,-1.0276587411081782e-21
0.4975,3.1156194155169271e-20,-5.6161841604906282e-21,-1.1984100006942688e-19,-3.9578513725788864e-19,-3.3714773527963597e-19,-7.3478908284630179e-20,-8.17408227275003e-22
0.5,3.636122590483296e-20,-4.8611667020163062e-21,-1.1832545136431583e-19,-3.7800771280599766e-19,-3.2646964639817586e-19,-7.3011641657060865e-20,-6.4105005013745047e-22
0.5025,4.5773453346744532e-20,-4.3108665453223098e-21,-1.1809352285204822e-19,-3.598921835452805e-19,-3.1736976485048163e-19,-7.2542807063928189e-20,-5.0529075059991045e-22
0.505,5.8595104620376964e-20,-3.934152957096862e-21,-1.1884272001543912e-19,-3.4233032005701364e-19,-3.1052151205949322e-19,-7.2340784173903862e-20,-3.9117899111901851e-22
0.5075,7.1608055846251926e-20,-3.6891990406233177e-21,-1.2021033197986731e-19,-3.2577208406014944e-19,-3.0639879912105075e-19,-7.2647495034611687e-20,-2.9616080495598734e-22
0.51,8.2582822348574559e-20,-3.5489529103860189e-21,-1.2193320150243517e-19,-3.1100225323303556e-19,-3.0525679729106481e-19,-7.363174729872397e-20,-2.2006295998840522e-22
0.5125,9.1519598334010122e-20,-3.4860627067139585e-21,-1.2344549499894237e-19,-2.9818522534625717e-19,-3.0708413323640936e-19,-7.5329410920076384e-20,-1.6730371369547129e-22
0.515,9.6332594772043808e-20,-3.4756697285607919e-21,-1.2462862328561115e-19,-2.8707312076772804e-19,-3.1166497450288179e-19,-7.7684282866707084e-20,-1.4040110901439956e-22
0.5175,9.566724519179301e-20,-3.5273784800430754e-21,-1.2522705316809062e-19,-2.7754523080231089e-19,-3.1861771980732129e-19,-8.0546738765489538e-20,-1.4415374757198059e-22
0.52,8.9418120270043402e-20,-3.6386908849085914e-21,-1.2505931940339375e-19,-2.6948305883612583e-19,-3.274942581066717e-19,-8.3763608428636484e-20,-1.8272657583301897e-22
0.5225,7.8555765369113025e-20,-3.8269427634201399e-21,-1.2399597859670623e-19,-2.6261304692551171e-19,-3.3774319205341073e-19,-8.7128087654512167e-20,-2.6608837184151237e-22
0.525,6.5524466730347459e-20,-4.0583522515213629e-21,-1.2211555255183699e-19,-2.567264367791769e-19,-3.4882000911934168e-19,-9.0575042866793599e-20,-3.9792015785462949e-22
0.5275,5.2654324449717959e-20,-4.2992494459431174e-21,-1.1930130070316272e-19,-2.5171703275271877e-19,-3.6028744283786563e-19,-9.4040753467402413e-20,-5.7656908546352823e-22
0.53,4.107150382232126e-20,-4.4837227649778222e-21,-1.1573535402833196e-19,-2.4745352893872608e-19,-3.7178226404910318e-19,-9.757784698095182e-20,-7.9589106688184104e-22
0.5325,3.2185541148702119e-20,-4.6029725727702115e-21,-1.1161266764538696e-19,-2.4405407638549899e-19,-3.8294664126813304e-19,-1.0117466491552767e-19,-1.0511017452716581e-21
0.535,2.708895873010357e-20,-4.6278186885440294e-21,-1.0728902866101762e-19,-2.414564934529724e-19,-3.9352415081779554e-19,-1.0492577328263107e-19,-1.3554027035374049e-21
0.5375,2.6005368179870264e-20,-4.609997259651197e-21,-1.0288244071589092e-19,-2.3978469240831304e-19,-4.0328942525247098e-19,-1.0892743030014998e-19,-1.7329529596238053e-21
0.54,2.8584769371561225e-20,-4.578212731480727e-21,-9.865711703405788e-20,-2.3898572937744411e-19,-4.1199144368376739e-19,-1.1323855756578679e-19,-2.2129390251523115e-21
0.5425,3.3970464382713976e-20,-4.612313615296074e-21,-9.4860268116839653e-20,-2.3910938957379644e-19,-4.1940417078265569e-19,-1.1785744597900039e-19,-2.8111845357064904e-21
0.545,4.1028747011092866e-20,-4.7910762707002264e-21,-9.1734563762501235e-20,-2.4027622762905058e-19,-4.253126382134156e-19,-1.2272614468316247e-19,-3.5050318530638319e-21
0.5475,4.8514427352630105e-20,-5.1098281563772698e-21,-8.9238201278557224e-20,-2.4230914248657273e-19,-4.2947732524246097e-19,-1.2777511289987921e-19,-4.2345908752064452e-21
0.55,5.527466061157709e-20,-5.5318259685982742e-21,-8.7469665052156383e-20,-2.4508838481500983e-19,-4.3174747021697046e-19,-1.3288023536362204e-19,-4.902568544873194e-21
0.5525,6.0345221201144899e-20,-5.9759118387124008e-21,-8.6157696773189494e-20,-2.4835951956068191e-19,-4.3198589401190691e-19,-1.3791331595772993e-19,-5.3978922099207651e-21
0.555,6.3040686312217513e-20,-6.4017570956687835e-21,-8.5130226934330264e-20,-2.5171728320053892e-19,-4.3012319153071443e-19,-1.4279727263269446e-19,-5.6340719055037917e-21
0.5575,6.3202991332581466e-20,-6.6821874358775065e-21,-8.4078305513402675e-20,-2.5505150819791796e-19,-4.2623370642690008e-19,-1.4746627906751315e-19,-5.5707187966962999e-21
0.56,6.0911996002062325e-20,-6.7667232561904224e-21,-8.2731146782706022e-20,-2.578328978957711e-19,-4.2044254715126569e-19,-1.5188794032215851e-19,-5.2253317978029225e-21
0.5625,5.6696242757145742e-20,-6.6160459490555339e-21,-8.088803578084338e-20,-2.5962750063048611e-19,-4.1300291801668197e-19,-1.5607593755887898e-19,-4.6706132761235333e-21
0.565,5.1212278967302085e-20,-6.2724042525948946e-21,-7.838362461476683e-20,-2.6012758900945954e-19,-4.042691587008596e-19,-1.6011362083826613e-19,-4.0058710914685484e-21
0.5675,4.520377794048989e-20,-5.7707864944101738e-21,-7.5220747589941364e-20,-2.5879910252211047e-19,-3.9465601073878899e-19,-1.6422483826042083e-19,-3.3303669880362045e-21
0.57,3.9651162080952884e-20,-5.2256729059424432e-21,-7.1466068008788139e-20,-2.5576761376260161e-19,-3.8463354960980278e-19,-1.6833420130922476e-19,-2.732423193184175e-21
0.5725,3.4931561610270707e-20,-4.7046765177289843e-21,-6.7400847589882514e-20,-2.509091371417446e-19,-3.7470735636169199e-19,-1.7246664177563759e-19,-2.2696139538072722e-21
0.575,3.1365149437312003e-20,-4.2455567472962425e-21,-6.320307807117367e-20,-2.4446854010683493e-19,-3.6537981870287135e-19,-1.7678792159374696e-19,-1.9709373055321198e-21
0.5775,2.9054880090751495e-20,-3.8677715119451774e-21,-5.9208270582527158e-20,-2.3642394339296185e-19,-3.5714693715934774e-19,-1.8136204768315364e-19,-1.8581662482854168e-21
0.58,2.7832957572925525e-20,-3.5753872115879028e-21,-5.556285619729827e-20,-2.2700016374607751e-19,-3.5033362995468568e-19,-1.8618278730040767e-19,-1.8743078947386201e-21
0.5825,2.7404227609510841e-20,-3.3500478538997226e-21,-5.2641862004556447e-20,-2.1661804733375906e-19,-3.4524159858027757e-19,-1.9115774134860479e-19,-1.9840239619976787e-21
0.585,2.7390678502188981e-20,-3.1671239089733358e-21,-5.0663259854710077e-20,-2.0559127120385633e-19,-3.4204483466255859e-19,-1.9617013041582229e-19,-2.1269464079865591e-21
0.5875,2.7459666550735775e-20,-3.0037109055061597e-21,-4.9787051566396539e-20,-1.9421382482599047e-19,-3.4080504040104298e-19,-2.010129927566781e-19,-2.2409099833906964e-21
0.59,2.7357008375016136e-20,-2.8490021125797482e-21,-4.9977968883198391e-20,-1.8281078119874054e-19,-3.4145426469575935e-19,-2.0540270837142286e-19,-2.2667892142515424e-21
0.5925,2.6963140512837516e-20,-2.7031207953775402e-21,-5.1169855876158347e-20,-1.7178634971684436e-19,-3.4384991191653021e-19,-2.0909566961810275e-19,-2.1664978325749613e-21
0.595,2.6253486436180633e-20,-2.5745401892461485e-21,-5.3094778400625251e-20,-1.6150226289850551e-19,-3.4774920047783285e-19,-2.1187966915429078e-19,-1.9360135559511442e-21
0.5975,2.5296029535743262e-20,-2.4730844524669086e-21,-5.5430514663186748e-20,-1.5229135110597703e-19,-3.5281263104334958e-19,-2.1361901062742307e-19,-1.5987075842973968e-21
0.6,2.4198582101932655e-20,-2.4000890900398851e-21,-5.768113639417744e-20,-1.4426238583380405e-19,-3.5864847579396748e-19,-2.1429830285183973e-19,-1.215500612765396e-21
0.6025,2.3083518865299168e-20,-2.3687073574656581e-21,-5.9341101741098701e-20,-1.3765904842348466e-19,-3.6485322656052275e-19,-2.1394716182680775e-19,-8.531503494432302e-22
0.605,2.207689031517772e-20,-2.3811086977522851e-21,-6.0193905269395305e-20,-1.3263044635447856e-19,-3.7107059405335486e-19,-2.1275637838706785e-19,-5.5550713614102815e-22
0.6075,2.1254546536833065e-20,-2.4280963183403383e-21,-5.9974001213285152e-20,-1.2875545273333075e-19,-3.769440960317154e-19,-2.1089328990025149e-19,-3.5765274458963664e-22
0.61,2.0650551230473766e-20,-2.5013028857225217e-21,-5.8322886480909786e-20,-1.2600246279513159e-19,-3.8218844813227285e-19,-2.0865372649135506e-19,-2.5754016275879934e-22
0.6125,2.0303175763279815e-20,-2.5943795677796252e-21,-5.5304754683146586e-20,-1.2405790897481625e-19,-3.8658676601598714e-19,-2.0624895630021295e-19,-2.5199962864023028e-22
0.615,2.0188763845863721e-20,-2.6837023825844967e-21,-5.109171826457473e-20,-1.2302500988182568e-19,-3.8993303533327125e-19,-2.03950079386685e-19,-3.3284836858554796e-22
0.6175,2.0278471656484197e-20,-2.7647900357250235e-21,-4.5925409439076096e-20,-1.2286274592394371e-19,-3.9209123711491493e-19,-2.0190713862434009e-19,-5.0366187578833818e-22
0.62,2.051148594128516e-20,-2.8518999721391457e-21,-4.0206965291403405e-20,-1.2323511663021773e-19,-3.9308789909321374e-19,-2.0022506358605792e-19,-7.7128295367938545e-22
0.6225,2.0862969843541316e-20,-2.9235166347698104e-21,-3.442968072069434e-20,-1.240197516687802e-19,-3.9292081402679126e-19,-1.9896944523107714e-19,-1.1478011116306025e-21
0.625,2.1310369079729147e-20,-3.0119597497370735e-21,-2.9026706811004953e-20,-1.2511500336922142e-19,-3.9166194752824924e-19,-1.9823100983547575e-19,-1.6256063511559631e-21
0.6275,2.184437221894226e-20,-3.113988951913037e-21,-2.4364629598635159e-20,-1.2658524256025092e-19,-3.8947002774555647e-19,-1.9809822160261279e-19,-2.1657822196345038e-21
0.63,2.2474580274088875e-20,-3.262932942228859e-21,-2.0731854825291712e-20,-1.2828706356811553e-19,-3.8651028084835541e-19,-1.9863877466057573e-19,-2.7062497412392903e-21
0.6325,2.3216475877781202e-20,-3.4508563631005831e-21,-1.8252957298474894e-20,-1.3019467091710647e-19,-3.8290858315186982e-19,-1.9992597149447177e-19,-3.1704444143762747e-21
0.635,2.4108129117593807e-20,-3.6977069409690797e-21,-1.6915357645915036e-20,-1.3218021463678635e-19,-3.7883440582880872e-19,-2.0205155604092367e-19,-3.4834523297088382e-21
0.6375,2.5235524117822325e-20,-4.0113587974955311e-21,-1.6559704257918005e-20,-1.3407626749884431e-19,-3.7442414130787524e-19,-2.0512291543055464e-19,-3.5951291287633421e-21
0.64,2.669234345701966e-20,-4.4051411455365073e-21,-1.7103005594787979e-20,-1.3578692453070352e-19,-3.6984931402433715e-19,-2.0927635111852535e-19,-3.5021126898008488e-21
0.6425,2.8569991459471017e-20,-4.8722004750276174e-21,-1.8257410543445583e-20,-1.3730647477054151e-19,-3.6527281038485006e-19,-2.1458515197317192e-19,-3.2559588550604163e-21
0.645,3.0931529144309206e-20,-5.4237429367288733e-21,-1.9893158823447061e-20,-1.383055240705916e-19,-3.6074134985748701e-19,-2.2105785069382832e-19,-2.9207286678692527e-21
0.6475,3.3809620524768105e-20,-6.0445700395344939e-21,-2.1622945283746615e-20,-1.3867420417785923e-19,-3.5638778485243297e-19,-2.2865506470513005e-19,-2.5729349575115663e-21
0.65,3.7173098728400902e-20,-6.7373564014266808e-21,-2.3319604479981164e-20,-1.3846935608942185e-19,-3.5219329562133383e-19,-2.3727755977619797e-19,-2.2872750301583511e-21
0.6525,4.0908994754076585e-20,-7.4423970956600191e-21,-2.482948410068348e-20,-1.3781968230841184e-19,-3.4828013335159099e-19,-2.4676534945858181e-19,-2.1210166437562176e-21
