Physical Time (s),ew_top Monitor (W): top_cv1,ew_top Monitor (W): top_cv2,ew_top Monitor (W): top_cv3,ew_top Monitor (W): top_cv4,ew_top Monitor (W): top_cv5,ew_top Monitor (W): top_cv6,ew_top Monitor (W): top_cv7
0.3725,2.0183915915276605e-17,-7.4738866551824248e-19,-8.3205025469605039e-20,-2.706454745353527e-19,-8.0334609509096024e-20,-7.4602861805844796e-20,-1.0018319997602343e-21
0.375,2.026030084040593e-17,-7.3587984742403313e-19,-8.6940377614434819e-20,-2.5037379765119593e-19,-7.9860227099957647e-20,-8.0778110111395584e-20,-1.9049099378743685e-21
0.3775,2.0039184635832316e-17,-7.7813087625749664e-19,-9.0186974066020676e-20,-2.3340218787705894e-19,-8.0415819866505218e-20,-8.490216815010401e-20,-2.859991307481326e-21
0.38,1.9548399964619197e-17,-8.8015208614696166e-19,-9.3215330434600014e-20,-2.1958558387281322e-19,-8.2086846071588707e-20,-8.6233865411080541e-20,-3.7722921320089245e-21
0.3825,1.8834511338738517e-17,-1.0434696368026332e-18,-9.6389291195424793e-20,-2.08480117139138e-19,-8.4812326025616482e-20,-8.4719161765097101e-20,-4.3802466772400673e-21
0.385,1.7954979927973953e-17,-1.2649471200891475e-18,-1.0012137851324952e-19,-2.0031136897062374e-19,-8.8682496625793444e-20,-8.0686359206982302e-20,-4.6082886528372848e-21
0.3875,1.6975957955572092e-17,-1.5368350552219517e-18,-1.0501288578024301e-19,-1.947008632540319e-19,-9.3718875161741413e-20,-7.4737207749583453e-20,-4.3580847152061397e-21
0.39,1.5960638504580769e-17,-1.8474032074644893e-18,-1.1141187030222707e-19,-1.9187264355603711e-19,-1.0002904130864583e-19,-6.7790200444033094e-20,-3.8109588909786578e-21
0.3925,1.4976811927079894e-17,-2.1819731944685919e-18,-1.1979340119410998e-19,-1.9142298092029305e-19,-1.0766724954961683e-19,-6.0737689374853414e-20,-3.1169323360165935e-21
0.395,1.4081266507710334e-17,-2.5238895631280657e-18,-1.3017901411023626e-19,-1.9286316670457504e-19,-1.1651274786473544e-19,-5.4450651950306565e-20,-2.4695352702876481e-21
0.3975,1.3321976959281648e-17,-2.856774139119857e-18,-1.4268181924389334e-19,-1.955993907731102e-19,-1.264109396528047e-19,-4.9627594695321067e-20,-2.0121667018602779e-21
0.4,1.2737168951493263e-17,-3.1648032579057832e-18,-1.575425444228352e-19,-1.990726653036088e-19,-1.3702957436021516e-19,-4.6687657325943356e-20,-1.8163949552985188e-21
0.4025,1.2353456153239423e-17,-3.4346456696322725e-18,-1.7441166026654164e-19,-2.0297222696911253e-19,-1.4790183998885706e-19,-4.5664024658398464e-20,-1.8927519713499466e-21
0.405,1.2179886495765397e-17,-3.6560742484166714e-18,-1.9300768903051727e-19,-2.0686217860019819e-19,-1.5834427842836271e-19,-4.6164843950206674e-20,-2.2012107019185198e-21
0.4075,1.2212262801600948e-17,-3.823137879041607e-18,-2.1319068182053329e-19,-2.1046429439532936e-19,-1.6760983325272133e-19,-4.7473917803120745e-20,-2.6416941404659698e-21
0.41,1.2436710928222958e-17,-3.9333389431672949e-18,-2.3437313625951821e-19,-2.1332565801896983e-19,-1.7487774838943832e-19,-4.8755602472417029e-20,-3.0496652667230021e-21
0.4125,1.28238540092186e-17,-3.987385113662853e-18,-2.5576056663942893e-19,-2.1530940236030498e-19,-1.7950895998802179e-19,-4.9367644914271617e-20,-3.238104572887826e-21
0.415,1.3340052536756485e-17,-3.9900133670073458e-18,-2.7726187305979221e-19,-2.1624306224752281e-19,-1.8114349758258173e-19,-4.8957889939837043e-20,-3.0769515347100712e-21
0.4175,1.3939558315194787e-17,-3.9480858985739383e-18,-2.9862274689303532e-19,-2.1590246788183589e-19,-1.7990097361426836e-19,-4.7653001993050285e-20,-2.5757643474874528e-21
0.42,1.4578469133220917e-17,-3.8694855953706559e-18,-3.1976170867972864e-19,-2.139671090042795e-19,-1.761684958011898e-19,-4.5533201937103592e-20,-1.8716993116213287e-21
0.4225,1.5212458821364092e-17,-3.7640449921084124e-18,-3.4088687135771245e-19,-2.1108183353485063e-19,-1.7070094526869956e-19,-4.2845014203903592e-20,-1.1539998481619116e-21
0.425,1.5800114084106515e-17,-3.6414823272293779e-18,-3.62297740716161e-19,-2.0749571271545113e-19,-1.6442298509196453e-19,-3.9958015199051398e-20,-5.8435462957718064e-22
0.4275,1.6304856796738871e-17,-3.5115094205617601e-18,-3.8463357627104033e-19,-2.0423555349522717e-19,-1.5847491798504794e-19,-3.7309818452654082e-20,-2.3131482742719652e-22
0.43,1.6701278055129924e-17,-3.3832983810266094e-18,-4.0839592857081118e-19,-2.0156974288584786e-19,-1.5363264971751236e-19,-3.5268524460971522e-20,-7.5820793673138498e-23
0.4325,1.6966431951550658e-17,-3.2656315885304037e-18,-4.343054212662692e-19,-1.998996425347646e-19,-1.5030118415522512e-19,-3.4266942531042889e-20,-5.8246179222271674e-23
0.435,1.7098470055064773e-17,-3.1673729562428242e-18,-4.6327530239938731e-19,-1.9979293493017784e-19,-1.4896684399234992e-19,-3.4565155761104755e-20,-1.2735394448938989e-22
0.4375,1.7089335106192036e-17,-3.0966359226491047e-18,-4.9614509750066536e-19,-2.0152955737874901e-19,-1.4980206792274486e-19,-3.6283589638676669e-20,-2.5855089044851293e-22
0.44,1.6951658358977279e-17,-3.0605675780749476e-18,-5.3418274759734188e-19,-2.0540134073439319e-19,-1.5296422513196387e-19,-3.9374639412648588e-20,-4.4361682040262738e-22
0.4425,1.6695470563297963e-17,-3.0659305274751095e-18,-5.7788713604677175e-19,-2.1155349245960403e-19,-1.5847260754735038e-19,-4.3525914024677943e-20,-6.7145434865257451e-22
0.445,1.6335981828567188e-17,-3.1179375000873174e-18,-6.2775304872977157e-19,-2.1968269775424854e-19,-1.6615047186300717e-19,-4.82214865852097e-20,-9.1715595840254081e-22
0.4475,1.5885930726549134e-17,-3.2196622034070695e-18,-6.8494098607296167e-19,-2.2928441149239572e-19,-1.7570545372685173e-19,-5.2853390646869991e-20,-1.1460388725514255e-21
0.45,1.5365500606668041e-17,-3.372148394746938e-18,-7.502504662823655e-19,-2.3918533372123402e-19,-1.8664929453105487e-19,-5.6862623245380137e-20,-1.3242282354237047e-21
0.4525,1.4797704429368308e-17,-3.573460380154801e-18,-8.2378890602656427e-19,-2.4815907131457726e-19,-1.9845944631316697e-19,-5.9811663784729683e-20,-1.4319317636896408e-21
0.455,1.42059309174595e-17,-3.8191788573696858e-18,-9.0579912315309893e-19,-2.5477135500414863e-19,-2.1055415979511294e-19,-6.1456654603078474e-20,-1.4677200942731581e-21
0.4575,1.3611449095834231e-17,-4.1023442927609331e-18,-9.9665166819552619e-19,-2.5782357019220078e-19,-2.2246185745535897e-19,-6.1827293159308948e-20,-1.4443766206408675e-21
0.46,1.3040868995542407e-17,-4.4131590392327627e-18,-1.0964099011306598e-18,-2.5648800477128505e-19,-2.3381627698096304e-19,-6.1217268618853976e-20,-1.3842452991883277e-21
0.4625,1.2509770336595311e-17,-4.7400122701726324e-18,-1.2037168537064631e-18,-2.5052060661605361e-19,-2.4446251496248439e-19,-6.0056582482679711e-20,-1.3180371736755832e-21
0.465,1.2039217777138667e-17,-5.0690125673789047e-18,-1.3175916596956494e-18,-2.3984621848408588e-19,-2.54244692495468e-19,-5.8851095530068195e-20,-1.2722794708628142e-21
0.4675,1.1645636211184716e-17,-5.3856283770134418e-18,-1.4370323190182726e-18,-2.2529141572521072e-19,-2.632688965224214e-19,-5.8058690020054304e-20,-1.2731886015844839e-21
0.47,1.1341847731360289e-17,-5.6752658477032322e-18,-1.5602215866346245e-18,-2.0783502775828784e-19,-2.7148844012606299e-19,-5.7994832287076824e-20,-1.3399150907666364e-21
0.4725,1.1138318431426987e-17,-5.9252513291677877e-18,-1.6860691071669879e-18,-1.8850497179913487e-19,-2.7868079647995336e-19,-5.8800715380221165e-20,-1.4848805262933585e-21
0.475,1.1037219127742676e-17,-6.1245477322022528e-18,-1.8132634159427185e-18,-1.6870186906073781e-19,-2.8481835712436336e-19,-6.0368543900194094e-20,-1.7068274934799504e-21
0.4775,1.1041686034061257e-17,-6.2649695466433682e-18,-1.9405519707244006e-18,-1.497558739675211e-19,-2.8985027054153142e-19,-6.2496373911588526e-20,-1.9971160184919751e-21
0.48,1.1145409782581977e-17,-6.340451972166354e-18,-2.0662717045976663e-18,-1.3244071351690957e-19,-2.9361043272228298e-19,-6.4830494637787026e-20,-2.3371686428104933e-21
0.4825,1.134804753001246e-17,-6.3486344740813297e-18,-2.1883575359316014e-18,-1.1759723469430472e-19,-2.9619514187483474e-19,-6.702878043681333e-20,-2.6965194746589433e-21
0.485,1.163874927023793e-17,-6.2908277465332595e-18,-2.3068484076345759e-18,-1.0473473897520575e-19,-2.9712755444355623e-19,-6.8744103904966688e-20,-3.0416181543979576e-21
0.4875,1.2000131845673149e-17,-6.1708548796953489e-18,-2.4201191387516259e-18,-9.3810525927794921e-20,-2.9646238582555178e-19,-6.97091886366071e-20,-3.344657100078698e-21
0.49,1.2414541542875486e-17,-5.9961567666433747e-18,-2.52751925196535e-18,-8.4640955117439147e-20,-2.9437922751451663e-19,-6.978644623631242e-20,-3.5641599531913615e-21
0.4925,1.2859343008236769e-17,-5.7772269772216339e-18,-2.6294510122591213e-18,-7.6889364968888412e-20,-2.9108537099499608e-19,-6.8955101775205063e-20,-3.6767477228778561e-21
0.495,1.3310298450871212e-17,-5.5268654072575123e-18,-2.726793271707246e-18,-7.0353501914750223e-20,-2.87076571968654e-19,-6.7323419790670066e-20,-3.6661626241179353e-21
0.4975,1.3739942710788522e-17,-5.2598528908733841e-18,-2.8211933625778705e-18,-6.4768529120591188e-20,-2.8281431384215563e-19,-6.5092220486368606e-20,-3.5364171571622234e-21
0.5,1.4121963886915654e-17,-4.9917352471521254e-18,-2.9150151562205146e-18,-5.9996282309326955e-20,-2.7888480263521524e-19,-6.2606904587923163e-20,-3.3150599459259123e-21
0.5025,1.4433181901841496e-17,-4.7385491594096581e-18,-3.0118493434145775e-18,-5.5918090613598546e-20,-2.7582039362566645e-19,-6.0193771156688617e-20,-3.0381833220808776e-21
0.505,1.465389735426811e-17,-4.515381361217957e-18,-3.1158562055936641e-18,-5.2460092210149547e-20,-2.7404217565541038e-19,-5.8148432654527921e-20,-2.7526954951786948e-21
0.5075,1.4767063247642171e-17,-4.3358887440384648e-18,-3.230835509109801e-18,-4.9586685492076419e-20,-2.7381296703706627e-19,-5.6719433392393985e-20,-2.501031808200343e-21
0.51,1.4757486336113891e-17,-4.2117487208299638e-18,-3.3616980000385469e-18,-4.7196212734041702e-20,-2.7536192029642883e-19,-5.6021911452580931e-20,-2.3113127982192445e-21
0.5125,1.46273239155672e-17,-4.1514182548342337e-18,-3.5124078435264903e-18,-4.5366305889073871e-20,-2.7858703644280039e-19,-5.598884521064655e-20,-2.1921671315260895e-21
0.515,1.4379064716351214e-17,-4.1599084688906056e-18,-3.6875371995531414e-18,-4.3986123196209151e-20,-2.8312243742271685e-19,-5.6451324182813248e-20,-2.1308903510893685e-21
0.5175,1.4022594599105996e-17,-4.2381287769208221e-18,-3.889426048618586e-18,-4.3162903188554701e-20,-2.8857735690480837e-19,-5.7132646618777901e-20,-2.101504187341529e-21
0.52,1.3568043747292459e-17,-4.3817959130140772e-18,-4.1182371236569296e-18,-4.263880781328246e-20,-2.9429292741897299e-19,-5.7712830284416328e-20,-2.0719922367052643e-21
0.5225,1.3037495181782574e-17,-4.5827668657885234e-18,-4.3734099661448547e-18,-4.242991942991739e-20,-2.9981374794412878e-19,-5.7963212105097761e-20,-2.0174686159380418e-21
0.525,1.2457001667511533e-17,-4.8298545051552198e-18,-4.6529496709649427e-18,-4.2369641464999885e-20,-3.0465447050659437e-19,-5.7765073223776992e-20,-1.9233214162102894e-21
0.5275,1.1854478737148435e-17,-5.108327430831117e-18,-4.9536632764431398e-18,-4.2527252469666118e-20,-3.0849075700349207e-19,-5.7113241468948133e-20,-1.7903260079653857e-21
0.53,1.1255963585277202e-17,-5.4012215404080822e-18,-5.2700046996475239e-18,-4.2903793690454474e-20,-3.1109121926680026e-19,-5.6114948986006866e-20,-1.6348803908719387e-21
0.5325,1.0687683356563955e-17,-5.6896764896917848e-18,-5.5939798426411769e-18,-4.3300254961488727e-20,-3.122903260491793e-19,-5.4936047406125779e-20,-1.4815696539932451e-21
0.535,1.0172965752306893e-17,-5.9560472907371209e-18,-5.9183735719277571e-18,-4.3690357969992054e-20,-3.1214011969937473e-19,-5.3778371293384767e-20,-1.3487021040601233e-21
0.5375,9.7318682587131092e-18,-6.1838659154353015e-18,-6.2354798344587063e-18,-4.4053462069061254e-20,-3.1063635413430614e-19,-5.281072079034249e-20,-1.2518778180345701e-21
0.54,9.3789378529348972e-18,-6.3580260233969026e-18,-6.5358497273730259e-18,-4.4280017493574182e-20,-3.0787302326482153e-19,-5.2149280649207267e-20,-1.1981144601204961e-21
0.5425,9.1231273377119047e-18,-6.4676421975694068e-18,-6.8129602714009078e-18,-4.4461070109193257e-20,-3.0401935235350647e-19,-5.1909820080170296e-20,-1.1893314070268719e-21
0.545,8.967330493034056e-18,-6.5060769655351848e-18,-7.0598701462983807e-18,-4.4532457949064781e-20,-2.9920723439293476e-19,-5.2148987332217998e-20,-1.2290879626591448e-21
0.5475,8.9099036889418762e-18,-6.4705976160632951e-18,-7.2714359401543977e-18,-4.459205477240705e-20,-2.9365134379154688e-19,-5.2872959408623023e-20,-1.3230271216049482e-21
0.55,8.9440961296220036e-18,-6.363252981767137e-18,-7.4451800820670874e-18,-4.4684978320494108e-20,-2.8759037358765991e-19,-5.4121439314191506e-20,-1.478636267315049e-21
0.5525,9.0609047722785887e-18,-6.1900797880104239e-18,-7.5815370455798297e-18,-4.4827074642041927e-20,-2.8134916273999076e-19,-5.5939411551910551e-20,-1.703203556778106e-21
0.555,9.2449612036891292e-18,-5.961451475838873e-18,-7.6840884850146912e-18,-4.5149167373924825e-20,-2.7522984984659846e-19,-5.8394586704838176e-20,-1.9980821593894399e-21
0.5575,9.4770505753722226e-18,-5.689527937864769e-18,-7.7567076121046965e-18,-4.574427768333555e-20,-2.6955290193614849e-19,-6.1577804232682063e-20,-2.3574118681302131e-21
0.56,9.7381271528791246e-18,-5.3889006067537526e-18,-7.8054902989229974e-18,-4.6696221356530453e-20,-2.6487429531118084e-19,-6.5629130467641935e-20,-2.7699876711845083e-21
0.5625,1.000830565637251e-17,-5.0752018516518097e-18,-7.8386765070263082e-18,-4.8160111242669345e-20,-2.6150608025522856e-19,-7.0661660715158173e-20,-3.2241832980922489e-21
0.565,1.0268119544815666e-17,-4.7640873357755206e-18,-7.8651857320640247e-18,-5.0140176580992461e-20,-2.5961779620269955e-19,-7.6634929994888851e-20,-3.6967688738965082e-21
0.5675,1.0499493545921713e-17,-4.4709761710223477e-18,-7.8950662914157464e-18,-5.2731217019356742e-20,-2.5921706881328819e-19,-8.3551746052641544e-20,-4.1721061002376464e-21
0.57,1.0686350885142197e-17,-4.2089923668845412e-18,-7.9388908599468197e-18,-5.5899421945326603e-20,-2.6058938223520079e-19,-9.1454490654295639e-20,-4.6417544463324287e-21
0.5725,1.0815479277875975e-17,-3.9904488435217002e-18,-8.0069990396081232e-18,-5.9584778823394698e-20,-2.6363555249030889e-19,-1.0017607415945391e-19,-5.0976996924463321e-21
0.575,1.0876953897625483e-17,-3.8230513189409731e-18,-8.1073517410912403e-18,-6.3427497240984762e-20,-2.6823102516792013e-19,-1.0967612224094626e-19,-5.5469179614234863e-21
0.5775,1.0866767254792785e-17,-3.7119316461017515e-18,-8.2476725062127434e-18,-6.7191139649971684e-20,-2.7410074757263154e-19,-1.1981102736831168e-19,-5.9964782141032984e-21
0.58,1.0785676288667371e-17,-3.6579392797797666e-18,-8.4323092115644548e-18,-7.0576659503680643e-20,-2.807690056072912e-19,-1.3022027018691094e-19,-6.4290119713001105e-21
0.5825,1.0636431751223962e-17,-3.6587631236296699e-18,-8.6636602369342888e-18,-7.3174978581451997e-20,-2.8772282267322843e-19,-1.4059924726964944e-19,-6.8402794565602164e-21
0.585,1.0425822519370442e-17,-3.7089994919370738e-18,-8.9413077242664999e-18,-7.4717697835517294e-20,-2.9455271887403324e-19,-1.5046647433040701e-19,-7.1986451955222453e-21
0.5875,1.0166478876364356e-17,-3.8009264828848142e-18,-9.2633371529671379e-18,-7.5001174828080809e-20,-3.006125056950794e-19,-1.5932203965892832e-19,-7.4719073090768189e-21
0.59,9.8708660449048809e-18,-3.9246140059647229e-18,-9.6249331851186833e-18,-7.39186680549446e-20,-3.0529370846288855e-19,-1.6664209464480176e-19,-7.6208795930909706e-21
0.5925,9.5547141911419555e-18,-4.0688533967904315e-18,-1.0018913460675098e-17,-7.1463650921966871e-20,-3.0805464210083741e-19,-1.7198685390279366e-19,-7.6104287041392788e-21
0.595,9.2315445515582736e-18,-4.2218024527284013e-18,-1.0435866056611556e-17,-6.7874040653272648e-20,-3.0847110591380774e-19,-1.750250438672607e-19,-7.4183184841891432e-21
0.5975,8.913806803448909e-18,-4.3718876879328261e-18,-1.086540710233522e-17,-6.359865100721008e-20,-3.0614455520849496e-19,-1.7558294926877999e-19,-7.0443780492337944e-21
0.6,8.6135956445457848e-18,-4.5082780332376698e-18,-1.1295858719150083e-17,-5.913177321246295e-20,-3.0098479572021747e-19,-1.7365693795297496e-19,-6.5140317585090789e-21
0.6025,8.3414877673659817e-18,-4.6209074994490554e-18,-1.171480790619868e-17,-5.5074496106616438e-20,-2.9322915998132169e-19,-1.6959462717860803e-19,-5.8789136395995958e-21
0.605,8.1055906079979871e-18,-4.7010945931248257e-18,-1.2109301696772564e-17,-5.2233020168458593e-20,-2.8303392028747673e-19,-1.6391161435900761e-19,-5.2114656138939971e-21
0.6075,7.9121571642246992e-18,-4.7437726319013171e-18,-1.2470399472542914e-17,-5.1202442173749684e-20,-2.7051939914246112e-19,-1.5662749508275178e-19,-4.5760059698705896e-21
0.61,7.7632891440755929e-18,-4.7455619979182358e-18,-1.2790567820173071e-17,-5.2615519916477952e-20,-2.562717237464771e-19,-1.4832553528230878e-19,-4.0322963599067236e-21
0.6125,7.6600088630690722e-18,-4.7052164088541904e-18,-1.3063966017667836e-17,-5.697609566035414e-20,-2.4072480637469269e-19,-1.3955595262171396e-19,-3.6169473269604291e-21
0.615,7.5984373079146412e-18,-4.6248972699257676e-18,-1.3290296522553863e-17,-6.4733072598430646e-20,-2.2448980071517545e-19,-1.3083116891261745e-19,-3.3401542733415872e-21
0.6175,7.5728383354576336e-18,-4.5079493892416981e-18,-1.3467975186764144e-17,-7.6210640295548553e-20,-2.0794345754026206e-19,-1.2243793388240617e-19,-3.1890553339803055e-21
0.62,7.5765586557513964e-18,-4.3600303864274032e-18,-1.3600848566012727e-17,-9.1650314591060936e-20,-1.9182939786821174e-19,-1.1469538579864167e-19,-3.1413623675318175e-21
0.6225,7.6020966063211366e-18,-4.1879243214757746e-18,-1.3695364419299913e-17,-1.1133678931297643e-19,-1.7638247259268109e-19,-1.0776146487242349e-19,-3.1727279838439826e-21
0.625,7.6399843926647226e-18,-3.9990181779449588e-18,-1.3758064735630771e-17,-1.3524275140919477e-19,-1.6206347510860727e-19,-1.0186731903323424e-19,-3.2708979057517603e-21
0.6275,7.682005755419118e-18,-3.8015194433334294e-18,-1.3799311678285367e-17,-1.6340675915837672e-19,-1.4925530488609671e-19,-9.7193343722031814e-20,-3.4382870594486832e-21
0.63,7.7197386235389345e-18,-3.6032897636794258e-18,-1.3829195982964933e-17,-1.9569353098666163e-19,-1.3827177470755298e-19,-9.3877691627954668e-20,-3.690890995043341e-21
0.6325,7.7455429767014075e-18,-3.4112828187769852e-18,-1.3856544043620292e-17,-2.3181537521476386e-19,-1.292257082516626e-19,-9.2104228516026132e-20,-4.0557655823711095e-21
0.635,7.7526369160181749e-18,-3.2314761169271253e-18,-1.3890092999481926e-17,-2.7146584701570126e-19,-1.2223331645593071e-19,-9.20207977526558e-20,-4.557219637418589e-21
0.6375,7.7364618528990567e-18,-3.0691550894459985e-18,-1.3938421191568083e-17,-3.1421542789093116e-19,-1.1731579397493147e-19,-9.3779698859376932e-20,-5.210647306883062e-21
0.64,7.693984376589717e-18,-2.9286296176156602e-18,-1.4008456987172498e-17,-3.5958628922550422e-19,-1.1448432479734793e-19,-9.7544644563890212e-20,-6.0162229908960261e-21
0.6425,7.6237612662889225e-18,-2.8129069353313211e-18,-1.4105149263216491e-17,-4.073456198458377e-19,-1.1360332994319061e-19,-1.0339607324906959e-19,-6.9647031019531318e-21
0.645,7.5253315870866374e-18,-2.7236599671202473e-18,-1.4233272197602721e-17,-4.5709134089850202e-19,-1.1450488759178087e-19,-1.1129353404359973e-19,-8.034693137585702e-21
0.6475,7.4005541805790941e-18,-2.6611913542484811e-18,-1.4393711128587985e-17,-5.0818409602599278e-19,-1.1729200960556717e-19,-1.213321305208845e-19,-9.1668970346833788e-21
0.65,7.2523275129059038e-18,-2.6251895607278674e-18,-1.4587392730930844e-17,-5.6034767083861754e-19,-1.2152569661767588e-19,-1.3320779083729888e-19,-1.0344849896219838e-20
0.6525,7.085012522552889e-18,-2.6139161123591954e-18,-1.4811535207444686e-17,-6.1328114430149167e-19,-1.269406171510614e-19,-1.4677386474344721e-19,-1.151547607491606e-20
