Physical Time (s),ew_right Monitor (W): right_cv1,ew_right Monitor (W): right_cv2,ew_right Monitor (W): right_cv3,ew_right Monitor (W): right_cv4,ew_right Monitor (W): right_cv5,ew_right Monitor (W): right_cv6,ew_right Monitor (W): right_cv7
0.3925,-8.4086163520910782e-14,2.9651656435165846e-13,4.7413913006153218e-15,1.0148226083979855e-15,1.1305319650560512e-15,6.2493227199655093e-17,5.7209827443246883e-18
0.395,-8.6310664719200809e-14,2.7825673031418185e-13,5.4838225266188431e-15,9.8241179123234213e-16,1.1646102399903402e-15,5.6063381985850944e-17,5.294359264628043e-18
0.3975,-8.809367287798544e-14,2.6082097750666296e-13,6.455332562173981e-15,9.5299341960622934e-16,1.1978641563702028e-15,5.0394797532231195e-17,4.8832100044569887e-18
0.4,-8.9623619436117876e-14,2.4421865028500827e-13,7.7118090815359946e-15,9.2607275482390019e-16,1.2306286711288567e-15,4.5657406181049512e-17,4.4951943880368548e-18
0.4025,-9.0841967751024839e-14,2.2839299799154465e-13,9.298935980232764e-15,9.0132400855815898e-16,1.2634467238218357e-15,4.1832423498530447e-17,4.1324065695468352e-18
0.405,-9.1760330556815901e-14,2.1335744510535293e-13,1.1174180629205659e-14,8.7829872929292053e-16,1.2970683759187209e-15,3.8699693321720153e-17,3.8109919993959383e-18
0.4075,-9.2360183962739375e-14,1.9909896252892697e-13,1.3439690206616335e-14,8.5698895582331346e-16,1.3320622915118821e-15,3.6288164237345767e-17,3.5436236259860249e-18
0.41,-9.2809883496209766e-14,1.855720444462682e-13,1.6141811493801298e-14,8.3718243740484492e-16,1.3686794636028941e-15,3.464039217604379e-17,3.3491628287710585e-18
0.4125,-9.2949508032394539e-14,1.7276713112103862e-13,1.9276396222616765e-14,8.1926447990491693e-16,1.4068658535478e-15,3.3819983155688048e-17,3.2515870145192876e-18
0.415,-9.2781675501626039e-14,1.60696035700635e-13,2.2834379191009992e-14,8.0334724647313693e-16,1.4464264580454389e-15,3.3900583112240557e-17,3.2750188536835421e-18
0.4175,-9.2434222283831018e-14,1.4930385558342928e-13,2.6815205150037184e-14,7.8972050727577038e-16,1.4869787665802917e-15,3.4816887482465549e-17,3.3555898290711944e-18
0.42,-9.1944978882106243e-14,1.3858007175002441e-13,3.1217495570925807e-14,7.7927899820651921e-16,1.5271998411390868e-15,3.630094492482753e-17,3.4871326257735877e-18
0.4225,-9.1259262101628245e-14,1.2849479074842811e-13,3.5998213064903226e-14,7.7252507587104291e-16,1.5665839375372764e-15,3.7949119983087436e-17,3.4531939253089613e-18
0.425,-9.0473889398520443e-14,1.1902130680757896e-13,4.1113925007858324e-14,7.6968491522401502e-16,1.6047165371540062e-15,3.9230548697597521e-17,3.3564953686068435e-18
0.4275,-8.9606621699306e-14,1.1013947655991334e-13,4.6480005200250075e-14,7.7092935452719553e-16,1.6406528044155722e-15,3.9880198318905051e-17,3.0681634547408055e-18
0.43,-8.8585140588796221e-14,1.0182902600810992e-13,5.199008912718919e-14,7.7602533735199822e-16,1.6733730529180798e-15,3.9700327574967621e-17,2.710907949944922e-18
0.4325,-8.745115283520708e-14,9.407278616661564e-14,5.7493881708437702e-14,7.8373922383859148e-16,1.7030234391113434e-15,3.8699292013778361e-17,2.2736166438165695e-18
0.435,-8.6255360464090864e-14,8.6850829513045824e-14,6.2785860864928772e-14,7.9291661623915424e-16,1.729516781678292e-15,3.7015395912457166e-17,1.8763274573928146e-18
0.4375,-8.4954552947044854e-14,8.0141267131949752e-14,6.7595522584984344e-14,8.0188232184971642e-16,1.7533107650971882e-15,3.528143491890562e-17,1.566654998026933e-18
0.44,-8.3611237955040294e-14,7.3889302102458694e-14,7.160973630969251e-14,8.0991864433674587e-16,1.77600146658265e-15,3.3919402002176446e-17,1.3460954980629551e-18
0.4425,-8.2119777201839028e-14,6.8121337928821235e-14,7.4504336498683571e-14,8.1613066266799127e-16,1.7982228958516989e-15,3.3090220301848229e-17,1.1960482025167507e-18
0.445,-8.0539634024590795e-14,6.2779735137574857e-14,7.6009196536640833e-14,8.1993431609765607e-16,1.8208793272922762e-15,3.2753088165196433e-17,1.0721608985004737e-18
0.4475,-7.8844526872937361e-14,5.7826708407778236e-14,7.583092386463956e-14,8.2109375499542225e-16,1.8454803119883477e-15,3.2616604890399285e-17,9.5077491921622912e-19
0.45,-7.7152384010030478e-14,5.3245601589009783e-14,7.383061934272083e-14,8.1942883475713556e-16,1.872432360078236e-15,3.2363190308672948e-17,8.0202397323426195e-19
0.4525,-7.5388304932518431e-14,4.899660926332038e-14,6.9920561150879594e-14,8.1496353790248599e-16,1.9010527748952794e-15,3.1776156054063367e-17,6.4784717019070579e-19
0.455,-7.3574721809028921e-14,4.5040306116741586e-14,6.4224881041864862e-14,8.0731419436000635e-16,1.9307669685684282e-15,3.0826270828367441e-17,4.9841801228857248e-19
0.4575,-7.170067955149667e-14,4.1357039190539125e-14,5.6944554965915645e-14,7.9641016463390063e-16,1.9611775620086541e-15,2.9661245317405022e-17,3.6724090683947002e-19
0.46,-6.9777711457783868e-14,3.7899208693674082e-14,4.8371956554643219e-14,7.8232720114140358e-16,1.9916609286536924e-15,2.8479808257251366e-17,2.6895610092092867e-19
0.4625,-6.7914602911032692e-14,3.4687736470380105e-14,3.9095353133092007e-14,7.6520101973397629e-16,2.0220846362660593e-15,2.7479202391134462e-17,2.0524433715363536e-19
0.465,-6.601222771233651e-14,3.1692271545607173e-14,2.9791054462765325e-14,7.45519833866233e-16,2.0524497583391962e-15,2.6729506120177658e-17,1.7197955117946539e-19
0.4675,-6.4127832334584586e-14,2.8891436798502051e-14,2.1299506177368943e-14,7.233650659489241e-16,2.0831688751693547e-15,2.62348804470386e-17,1.600611158065978e-19
0.47,-6.2323464526740325e-14,2.6284352635494179e-14,1.4368889572384334e-14,6.9928463270511286e-16,2.1144988179128754e-15,2.592483920553032e-17,1.5961655636266404e-19
0.4725,-6.0565518767297803e-14,2.3841562341043747e-14,9.6560332407836996e-15,6.7352171224989405e-16,2.1461788521861832e-15,2.5749344728854468e-17,1.6429054315502335e-19
0.475,-5.8815120282251154e-14,2.1574308034120251e-14,7.6438515462153249e-15,6.466287131018459e-16,2.1784220100296013e-15,2.5718773996530934e-17,1.7424310079210957e-19
0.4775,-5.7183152568166644e-14,1.9500756820209842e-14,8.6045951796820657e-15,6.1937547978084857e-16,2.2105591378448647e-15,2.5822703609581634e-17,1.9654064324817884e-19
0.48,-5.5605054889884089e-14,1.7604735849588249e-14,1.2591738821190985e-14,5.9211233840961938e-16,2.2431851185456463e-15,2.6073716806162349e-17,2.4330494687282334e-19
0.4825,-5.4047868750122565e-14,1.5888067309131753e-14,1.9453811655104945e-14,5.6595691805206122e-16,2.275485917550466e-15,2.6386272242933911e-17,3.2760511645282787e-19
0.485,-5.2543580859030968e-14,1.4345189456245772e-14,2.8867237970278201e-14,5.414006312332628e-16,2.3060062523339523e-15,2.664274359679148e-17,4.5595219237638871e-19
0.4875,-5.1085138254106264e-14,1.2981279586919612e-14,4.0381437799653034e-14,5.192654932144993e-16,2.3340102944430762e-15,2.6627620594389326e-17,6.2575512902705261e-19
0.49,-4.9650683464984978e-14,1.1797311063335896e-14,5.3516156625065418e-14,5.0023181000421352e-16,2.3587226243740646e-15,2.6312608333116315e-17,8.2333710430445425e-19
0.4925,-4.8196862713824906e-14,1.0784124329517392e-14,6.7780637866894011e-14,4.8471592586018119e-16,2.3797033513393554e-15,2.5628639595670112e-17,1.0144376171335704e-18
0.495,-4.6769879548949765e-14,9.9407559248827691e-15,8.2645051033978758e-14,4.7298523794966145e-16,2.396452823224723e-15,2.4613113065856973e-17,1.1873962025316946e-18
0.4975,-4.5341150722727888e-14,9.2525576313188211e-15,9.7689979624336765e-14,4.6494030507443826e-16,2.4090438589178748e-15,2.3330708401553566e-17,1.300055564745241e-18
0.5,-4.3843714785169004e-14,8.7117219929874201e-15,1.1247368599183738e-13,4.6032610059641142e-16,2.4173574180038241e-15,2.1957372334187566e-17,1.3577154933679438e-18
0.5025,-4.2344892033010511e-14,8.3120973745850923e-15,1.2658867626585592e-13,4.5865593414087396e-16,2.4214666691506067e-15,2.0605136651868472e-17,1.3575277651363492e-18
0.505,-4.0843505698185585e-14,8.0431892061340307e-15,1.397120607026557e-13,4.5928084989954959e-16,2.4216559931507222e-15,1.9429926623103016e-17,1.3154526089854169e-18
0.5075,-3.9329214019549416e-14,7.8949143876870018e-15,1.5159602083957758e-13,4.6159545550682013e-16,2.4183103396860393e-15,1.8539418369689019e-17,1.249992679437145e-18
0.51,-3.7851965384316124e-14,7.8581690298944416e-15,1.6206234363800721e-13,4.6460852702803373e-16,2.4117238618385166e-15,1.8000812009702451e-17,1.1800265273513052e-18
0.5125,-3.6323855467890913e-14,7.9202087218469975e-15,1.7099252846216244e-13,4.6809457644322689e-16,2.4023802295876894e-15,1.7858410889469537e-17,1.1260321243389129e-18
0.515,-3.4918314218965704e-14,8.0772763426903108e-15,1.7829362712140481e-13,4.7139111342279948e-16,2.3907226523997486e-15,1.8131841369332332e-17,1.0985618992413586e-18
0.5175,-3.3557808024585508e-14,8.3277293295976094e-15,1.8401036420274233e-13,4.7436586250427909e-16,2.3768292051295623e-15,1.8783853406313552e-17,1.098898002344104e-18
0.52,-3.2216950975298367e-14,8.6600093957050904e-15,1.882096822961935e-13,4.7669776919212788e-16,2.3604255019271608e-15,1.9780641991333095e-17,1.1376393549009692e-18
0.5225,-3.0856422719108777e-14,9.0704882608931072e-15,1.9093395978105424e-13,4.7830965020261038e-16,2.3419449597673139e-15,2.1069657647960665e-17,1.1975655056786899e-18
0.525,-2.9459209787513492e-14,9.5567520025420524e-15,1.9225937072326562e-13,4.7923349802486423e-16,2.3211268562975607e-15,2.2561272389317566e-17,1.2758048164883577e-18
0.5275,-2.8101745920635339e-14,1.0117448243035451e-14,1.9235840477931608e-13,4.7922335871060045e-16,2.2976352633930084e-15,2.3970642158732415e-17,1.354888041527509e-18
0.53,-2.6730316762219047e-14,1.0742911104468261e-14,1.9129769497400861e-13,4.7826630232671749e-16,2.2717153641830239e-15,2.5166648132016595e-17,1.4229484666992181e-18
0.5325,-2.5298046514870907e-14,1.1429660822179376e-14,1.8918046768015843e-13,4.7647614847321583e-16,2.2436317711220452e-15,2.6084044543714993e-17,1.4656544287528954e-18
0.535,-2.3870539686596393e-14,1.2172992173503086e-14,1.8614899149667425e-13,4.7361774555648822e-16,2.2138484863908463e-15,2.6561417158097654e-17,1.4642598568319767e-18
0.5375,-2.2409160885147136e-14,1.2968565577078763e-14,1.8234615914421129e-13,4.6967226682509576e-16,2.1826506093951196e-15,2.659841431887368e-17,1.4100123849147955e-18
0.54,-2.0846980139664808e-14,1.3808853175894255e-14,1.7788462495976952e-13,4.6495821736413073e-16,2.1503533536978093e-15,2.616715220872882e-17,1.3213754745137305e-18
0.5425,-1.9331263849634116e-14,1.4686710767377857e-14,1.7293310080199058e-13,4.5965253132360469e-16,2.1175789336407644e-15,2.5535494880004185e-17,1.2032546891890225e-18
0.545,-1.773953237472663e-14,1.5615964671807772e-14,1.6758027132367825e-13,4.541027637314111e-16,2.0850137445265194e-15,2.4869778649605772e-17,1.075665656637786e-18
0.5475,-1.6170181224865304e-14,1.6577360370268324e-14,1.6188773857906474e-13,4.4886533147834297e-16,2.0532472924588511e-15,2.4446300548642722e-17,9.5694689588123148e-19
0.55,-1.4681579291541969e-14,1.7567455519476946e-14,1.5594718869959043e-13,4.4427892592476191e-16,2.0231073113802718e-15,2.4487923543454702e-17,8.6393713361929692e-19
0.5525,-1.3143522037299046e-14,1.8604562567347924e-14,1.4985026518073998e-13,4.4056454968113155e-16,1.9948564591806718e-15,2.5119215969246405e-17,8.0807115726470155e-19
0.555,-1.1628020122877032e-14,1.9679089812025561e-14,1.436834347306595e-13,4.3872549006097959e-16,1.9686658569479824e-15,2.6393149665708693e-17,7.9854730315690452e-19
0.5575,-1.0135505179944254e-14,2.0782124228702644e-14,1.3752771621336464e-13,4.3929568646957864e-16,1.9444439563187764e-15,2.8252593974007696e-17,8.2673297914750358e-19
0.56,-8.6497997767538037e-15,2.1904161569586483e-14,1.314289481679693e-13,4.42450575629431e-16,1.9215920145049079e-15,3.0673368223804728e-17,8.9598001678863719e-19
0.5625,-7.2212397901534546e-15,2.301776581356123e-14,1.2545328994063521e-13,4.4855062617337039e-16,1.899071261779434e-15,3.3409821724751954e-17,9.9312894754151116e-19
0.565,-5.821704255635911e-15,2.4112817029239605e-14,1.1962349873902763e-13,4.579412886586549e-16,1.8767230826895074e-15,3.6390493561642241e-17,1.1161527504990953e-18
0.5675,-4.5016547301170212e-15,2.5190613262871969e-14,1.1399241753662415e-13,4.7081145000957814e-16,1.8540415371144203e-15,3.9252237521105913e-17,1.2663688174073625e-18
0.57,-3.275740825662011e-15,2.624439723519402e-14,1.0858605370270171e-13,4.8714866056959946e-16,1.8301342453244361e-15,4.2141648665655206e-17,1.4249360732330089e-18
0.5725,-2.1631525993452667e-15,2.725084396978795e-14,1.034208165819173e-13,5.0700327120687264e-16,1.8045212079974207e-15,4.4817749440782814e-17,1.6097146006489751e-18
0.575,-1.1224998619052983e-15,2.8186939534724679e-14,9.8497497576072113e-14,5.3034955509783138e-16,1.776072983147581e-15,4.7090092289920696e-17,1.7764334170489222e-18
0.5775,-1.7052952167363795e-16,2.9070778131352473e-14,9.3840706968940312e-14,5.5727187564677654e-16,1.7448304605292151e-15,4.8947842129707063e-17,1.9351942983775749e-18
0.58,6.6050347027787759e-16,2.9912976787449888e-14,8.9457151980500355e-14,5.8769184233887423e-16,1.7102878460180323e-15,5.0173925773225891e-17,2.0697865382976443e-18
0.5825,1.398050283358079e-15,3.0692564144283479e-14,8.5327856711182462e-14,6.2128450287287452e-16,1.6728510721328899e-15,5.1060449482177678e-17,2.168355108487757e-18
0.585,2.0584069446328531e-15,3.1427321923812326e-14,8.1455629384936883e-14,6.5793291428337173e-16,1.6322222842686229e-15,5.1477854320005355e-17,2.2162478535729329e-18
0.5875,2.6721277817883428e-15,3.21347556188628e-14,7.7838910594225892e-14,6.9713135177329966e-16,1.5886629075548893e-15,5.1638507421953304e-17,2.1991886360691882e-18
0.59,3.2198024230536383e-15,3.2817151183109012e-14,7.4459933793496023e-14,7.3846319543413894e-16,1.542699552869331e-15,5.1681427172277189e-17,2.1277193387232204e-18
0.5925,3.7108047631134457e-15,3.3461690882665108e-14,7.1311451760584065e-14,7.812956123069187e-16,1.4946982631390096e-15,5.1811008699926057e-17,2.0197916452341434e-18
0.595,4.181432791870342e-15,3.407413305508937e-14,6.8372186463284997e-14,8.25056261831264e-16,1.4451298953780548e-15,5.2234840119059643e-17,1.8986309730216773e-18
0.5975,4.645642350161445e-15,3.4666815687735063e-14,6.5629586914593538e-14,8.690569995461141e-16,1.3944404720399463e-15,5.304229364857099e-17,1.7988328846772352e-18
0.6,5.1053373119199596e-15,3.5238548765240831e-14,6.3057891516119031e-14,9.1278484392319059e-16,1.3434598920314616e-15,5.4275626064831976e-17,1.7439132929189383e-18
0.6025,5.540205570502559e-15,3.5790810416268657e-14,6.0637644321694677e-14,9.5584049314985935e-16,1.2922858462904411e-15,5.587379304751387e-17,1.7539838309418388e-18
0.605,5.9845368401781333e-15,3.6310129109731644e-14,5.8346875049005806e-14,9.9803137785758307e-16,1.2415037231932485e-15,5.7739146044046545e-17,1.8329180661591674e-18
0.6075,6.427654382426381e-15,3.6807400300537202e-14,5.6181596921515739e-14,1.0390144557165274e-15,1.19108583627515e-15,5.9610139146341119e-17,1.9618486112665389e-18
0.61,6.8812099029254257e-15,3.7272205266423921e-14,5.4111597754191812e-14,1.078647201577893e-15,1.1418960714548104e-15,6.1323627309047852e-17,2.1086504103830374e-18
0.6125,7.3133158475276202e-15,3.7707937831748625e-14,5.212965571548191e-14,1.1162617573301821e-15,1.0942798258884672e-15,6.2567890776700698e-17,2.2710067754719318e-18
0.615,7.7775253304081614e-15,3.811896063424094e-14,5.0223058473844933e-14,1.1516651000220356e-15,1.0485869300640667e-15,6.3381504474341766e-17,2.3479513135477669e-18
0.6175,8.2246256352030572e-15,3.8482746986634798e-14,4.8379984813284021e-14,1.1842219629431333e-15,1.0050012569148744e-15,6.3578695728585094e-17,2.3774757749891912e-18
0.62,8.664090295665621e-15,3.8823616448415415e-14,4.660255624734986e-14,1.2144286817092815e-15,9.6424828292547761e-16,6.3399046990752905e-17,2.3366039062259972e-18
0.6225,9.1046260551384243e-15,3.9143276821795218e-14,4.4868335649469782e-14,1.2416041002690459e-15,9.2700022229892255e-16,6.3010293047386104e-17,2.2190055701291608e-18
0.625,9.5144103635309381e-15,3.9430211639340199e-14,4.3191650714034384e-14,1.2656520631065338e-15,8.9333652108113177e-16,6.2782035421872283e-17,2.0560810878827289e-18
0.6275,9.9120473712258688e-15,3.9685623609145465e-14,4.155993342203998e-14,1.2876607882377659e-15,8.6343985816665975e-16,6.3046017842261465e-17,1.8629797074026242e-18
0.63,1.0274336442200687e-14,3.9905131665032693e-14,3.9970584696860464e-14,1.3106806537217439e-15,8.3729710984330949e-16,6.4242203496148303e-17,1.6681800365041727e-18
0.6325,1.0616638343252149e-14,4.0083412920067756e-14,3.8427964711842049e-14,1.329987546877925e-15,8.1482986889739481e-16,6.6613937437528631e-17,1.4930710623519113e-18
0.635,1.0922943687246283e-14,4.0216082857615021e-14,3.6933367599525667e-14,1.3357983078565529e-15,7.958358062184216e-16,7.0377479359876594e-17,1.3660759842578425e-18
0.6375,1.1197746629380541e-14,4.0273577437087375e-14,3.5493469435807945e-14,1.3327424882232492e-15,7.8003442932424407e-16,7.5562110699425912e-17,1.2975200175958041e-18
0.64,1.1431832691208498e-14,4.0289602807081131e-14,3.4101700691244699e-14,1.3320670542859441e-15,7.6692425929946792e-16,8.199982043014148e-17,1.2950158794853427e-18
0.6425,1.163700003324075e-14,4.0238195527778538e-14,3.2765450415477092e-14,1.3417365632098397e-15,7.559805745387345e-16,8.975360274163566e-17,1.3485033129659697e-18
0.645,1.1817282516686283e-14,4.0125279450458869e-14,3.1483230401119798e-14,1.3600122467578497e-15,7.4658780944789496e-16,9.8381844844758949e-17,1.4506581639895605e-18
0.6475,1.1930138724027157e-14,3.9944955300054677e-14,3.0256111626315095e-14,1.3849894130723408e-15,7.3841045477966722e-16,1.0725548284343224e-16,1.5864871637926791e-18
0.65,1.2006919939257196e-14,3.9707829510410709e-14,2.9079872501520837e-14,1.4163091350204868e-15,7.3090423746928198e-16,1.1614434039054801e-16,1.7132820925385702e-18
0.6525,1.2090715449730637e-14,3.9408064948490242e-14,2.7959880529319055e-14,1.4629282652652947e-15,7.2337958244244886e-16,1.2456827374280276e-16,1.8268811484101007e-18
0.655,1.2138008100097148e-14,3.9048900374341299e-14,2.6888544808901481e-14,1.5363230935968972e-15,7.1588403738842447e-16,1.3240667393093708e-16,1.8928388937249318e-18
0.6575,1.2168840080061456e-14,3.8655397485692545e-14,2.5863553824638058e-14,1.6439645360524662e-15,7.0844194347381879e-16,1.3921688720607106e-16,1.9265917194461283e-18
0.66,1.2178074521993942e-14,3.8229069369608385e-14,2.4883906502487607e-14,1.7949813321174174e-15,7.0039229578983023e-16,1.4514960005934963e-16,1.8882523738916409e-18
0.6625,1.2183948079103716e-14,3.7767601403283797e-14,2.3938258694809786e-14,1.9963802577843116e-15,6.9164370617337139e-16,1.4999426970838797e-16,1.8078404192000755e-18
0.665,1.2163148581871307e-14,3.7306860315557298e-14,2.3025392412840375e-14,2.2595210857870381e-15,6.8217968453562641e-16,1.5394323396114035e-16,1.6980128790228056e-18
0.6675,1.2136643260796536e-14,3.6803741499552012e-14,2.2134964749871668e-14,2.5927736566709256e-15,6.719066241522616e-16,1.5713901089431638e-16,1.5780093923769377e-18
0.67,1.2106307542515602e-14,3.6296333269207775e-14,2.1265360834526163e-14,3.0022009891617785e-15,6.6085826148814564e-16,1.5977757009246278e-16,1.4561694452906453e-18
0.6725,1.2075231419622203e-14,3.5793624595486531e-14,2.0423291046750857e-14,3.4905301542419219e-15,6.4915810831660566e-16,1.6190201792142287e-16,1.3532870667122867e-18
